Time(us)	Angle(deg)	Duty
796600	0	75
796800	0	75
797000	0	75
797200	0	75
797400	0	75
797600	0	75
797800	0	75
798000	0	75
798200	0	75
798400	0	75
798600	0	75
798800	0	75
799000	0	75
799200	0	75
799400	0	75
799600	0	75
799800	0	75
800000	0	75
800200	0	75
800400	0	75
800600	0	75
800800	0	75
801000	0	75
801200	0	75
801400	0	75
801600	0	75
801800	0	75
802000	0	75
802200	0	75
802400	0	75
802600	0	75
802800	0	75
803000	0	75
803200	0	75
803400	0	75
803600	0	75
803800	0	75
804000	0	75
804200	0	75
804400	0	75
804600	0	75
804800	0	75
805000	0	75
805200	0	75
805400	0	75
805600	0	75
805800	0	75
806000	0	75
806200	0	75
806400	0	75
806600	0	75
806800	0	75
807000	0	75
807200	0	75
807400	0	75
807600	0	75
807800	0	75
808000	0	75
808200	0	75
808400	0	75
808600	0	75
808800	0	75
809000	0	75
809200	0	75
809400	0	75
809600	0	75
809800	0	75
810000	0	75
810200	0	75
810400	0	75
810600	0	75
810800	0	75
811000	0	75
811200	0	75
811400	0	75
811600	0	75
811800	0	75
812000	0	75
812200	0	75
812400	0	75
812600	0	75
812800	0	75
813000	0	75
813200	0	75
813400	0	75
813600	0	75
813800	0	75
814000	0	75
814200	0	75
814400	0	75
814600	0	75
814800	0	75
815000	0	75
815200	0	75
815400	0	75
815600	0	75
815800	0	75
816000	0	75
816200	0	75
816400	0	75
816600	0	75
816800	0	75
817000	0	75
817200	0	75
817400	0	75
817600	0	75
817800	0	75
818000	0	75
818200	0	75
818400	0	75
818600	0	75
818800	0	75
819000	0	75
819200	0	75
819400	0	75
819600	0	75
819800	0	75
820000	0	75
820200	0	75
820400	0	75
820600	0	75
820800	0	75
821000	0	75
821200	0	75
821400	0	75
821600	0	75
821800	0	75
822000	0	75
822200	0	75
822400	0	75
822600	0	75
822800	0	75
823000	0	75
823200	0	75
823400	0	75
823600	0	75
823800	0	75
824000	0	75
824200	0	75
824400	0	75
824600	0	75
824800	0	75
825000	0	75
825200	0	75
825400	0	75
825600	0	75
825800	0	75
826000	0	75
826200	0	75
826400	0	75
826600	0	75
826800	0	75
827000	0	75
827200	0	75
827400	0	75
827600	0	75
827800	0	75
828000	0	75
828200	0	75
828400	0	75
828600	0	75
828800	0	75
829000	0	75
829200	0	75
829400	0	75
829600	0	75
829800	0	75
830000	0	75
830200	0	75
830400	0	75
830600	0	75
830800	0	75
831000	0	75
831200	0	75
831400	0	75
831600	0	75
831800	0	75
832000	0	75
832200	0	75
832400	0	75
832600	0	75
832800	0	75
833000	0	75
833200	0	75
833400	0	75
833600	0	75
833800	0	75
834000	0	75
834200	0	75
834400	0	75
834600	0	75
834800	0	75
835000	0	75
835200	0	75
835400	0	75
835600	0	75
835800	0	75
836000	0	75
836200	0	75
836400	0	75
836600	0	75
836800	0	75
837000	0	75
837200	0	75
837400	0	75
837600	0	75
837800	0	75
838000	0	75
838200	0	75
838400	0	75
838600	0	75
838800	0	75
839000	0	75
839200	0	75
839400	0	75
839600	0	75
839800	0	75
840000	0	75
840200	0	75
840400	0	75
840600	0	75
840800	0	75
841000	0	75
841200	0	75
841400	0	75
841600	0	75
841800	0	75
842000	0	75
842200	0	75
842400	0	75
842600	0	75
842800	0	75
843000	0	75
843200	0	75
843400	0	75
843600	0	75
843800	0	75
844000	0	75
844200	0	75
844400	0	75
844600	0	75
844800	0	75
845000	0	75
845200	0	75
845400	0	75
845600	0	75
845800	0	75
846000	0	75
846200	0	75
846400	0	75
846600	0	75
846800	0	75
847000	0	75
847200	0	75
847400	0	75
847600	0	75
847800	0	75
848000	0	75
848200	0	75
848400	0	75
848600	0	75
848800	0	75
849000	0	75
849200	0	75
849400	0	75
849600	0	75
849800	0	75
850000	0	75
850200	0	75
850400	0	75
850600	0	75
850800	0	75
851000	0	75
851200	0	75
851400	0	75
851600	0	75
851800	0	75
852000	0	75
852200	0	75
852400	0	75
852600	0	75
852800	0	75
853000	0	75
853200	0	75
853400	0	75
853600	0	75
853800	0	75
854000	0	75
854200	0	75
854400	0	75
854600	0	75
854800	0	75
855000	0	75
855200	0	75
855400	0	75
855600	0	75
855800	0	75
856000	0	75
856200	0	75
856400	0	75
856600	0	75
856800	0	75
857000	0	75
857200	0	75
857400	0	75
857600	0	75
857800	0	75
858000	0	75
858200	0	75
858400	0	75
858600	0	75
858800	0	75
859000	0	75
859200	0	75
859400	0	75
859600	0	75
859800	0	75
860000	0	75
860200	0	75
860400	0	75
860600	0	75
860800	0	75
861000	0	75
861200	0	75
861400	0	75
861600	0	75
861800	0	75
862000	0	75
862200	0	75
862400	0	75
862600	0	75
862800	0	75
863000	0	75
863200	0	75
863400	0	75
863600	0	75
863800	0	75
864000	0	75
864200	0	75
864400	0	75
864600	0	75
864800	0	75
865000	0	75
865200	0	75
865400	0	75
865600	0	75
865800	0	75
866000	0	75
866200	0	75
866400	0	75
866600	0	75
866800	0	75
867000	0	75
867200	0	75
867400	0	75
867600	0	75
867800	0	75
868000	0	75
868200	0	75
868400	0	75
868600	0	75
868800	0	75
869000	0	75
869200	0	75
869400	0	75
869600	0	75
869800	0	75
870000	0	75
870200	0	75
870400	0	75
870600	0	75
870800	0	75
871000	0	75
871200	0	75
871400	0	75
871600	0	75
871800	0	75
872000	0	75
872200	0	75
872400	0	75
872600	0	75
872800	0	75
873000	0	75
873200	0	75
873400	0	75
873600	0	75
873800	0	75
874000	0	75
874200	0	75
874400	0	75
874600	0	75
874800	0	75
875000	0	75
875200	0	75
875400	0	75
875600	0	75
875800	0	75
876000	0	75
876200	0	75
876400	0	75
876600	0	75
876800	0	75
877000	0	75
877200	0	75
877400	0	75
877600	0	75
877800	0	75
878000	0	75
878200	0	75
878400	0	75
878600	0	75
878800	0	75
879000	0	75
879200	0	75
879400	0	75
879600	0	75
879800	0	75
880000	0	75
880200	0	75
880400	0	75
880600	0	75
880800	0	75
881000	0	75
881200	0	75
881400	0	75
881600	0	75
881800	0	75
882000	0	75
882200	0	75
882400	0	75
882600	0	75
882800	0	75
883000	0	75
883200	0	75
883400	0	75
883600	0	75
883800	0	75
884000	0	75
884200	0	75
884400	0	75
884600	0	75
884800	0	75
885000	0	75
885200	0	75
885400	0	75
885600	0	75
885800	0	75
886000	0	75
886200	0	75
886400	0	75
886600	0	75
886800	0	75
887000	0	75
887200	0	75
887400	0	75
887600	0	75
887800	0	75
888000	0	75
888200	0	75
888400	0	75
888600	0	75
888800	0	75
889000	0	75
889200	0	75
889400	0	75
889600	0	75
889800	0	75
890000	0	75
890200	0	75
890400	0	75
890600	0	75
890800	0	75
891000	0	75
891200	0	75
891400	0	75
891600	0	75
891800	0	75
892000	0	75
892200	0	75
892400	0	75
892600	0	75
892800	0	75
893000	0	75
893200	0	75
893400	0	75
893600	0	75
893800	0	75
894000	0	75
894200	0	75
894400	0	75
894600	0	75
894800	0	75
895000	0	75
895200	0	75
895400	0	75
895600	0	75
895800	0	75
896000	0	75
896200	0	75
896400	0	75
896600	0	75
896800	0	75
897000	0	75
897200	0	75
897400	0	75
897600	0	75
897800	0	75
898000	0	75
898200	0	75
898400	0	75
898600	0	75
898800	0	75
899000	0	75
899200	0	75
899400	0	75
899600	0	75
899800	0	75
900000	0	75
900200	0	75
900400	0	75
900600	0	75
900800	0	75
901000	0	75
901200	0	75
901400	0	75
901600	0	75
901800	0	75
902000	0	75
902200	0	75
902400	0	75
902600	0	75
902800	0	75
903000	0	75
903200	0	75
903400	0	75
903600	0	75
903800	0	75
904000	0	75
904200	0	75
904400	0	75
904600	0	75
904800	0	75
905000	0	75
905200	0	75
905400	0	75
905600	0	75
905800	0	75
906000	0	75
906200	0	75
906400	0	75
906600	0	75
906800	0	75
907000	0	75
907200	0	75
907400	0	75
907600	0	75
907800	0	75
908000	0	75
908200	0	75
908400	0	75
908600	0	75
908800	0	75
909000	0	75
909200	0	75
909400	0	75
909600	0	75
909800	0	75
910000	0	75
910200	0	75
910400	0	75
910600	0	75
910800	0	75
911000	0	75
911200	0	75
911400	0	75
911600	0	75
911800	0	75
912000	0	75
912200	0	75
912400	0	75
912600	0	75
912800	0	75
913000	0	75
913200	0	75
913400	0	75
913600	0	75
913800	0	75
914000	0	75
914200	0	75
914400	0	75
914600	0	75
914800	0	75
915000	0	75
915200	0	75
915400	0	75
915600	0	75
915800	0	75
916000	0	75
916200	0	75
916400	0	75
916600	0	75
916800	0	75
917000	0	75
917200	0	75
917400	0	75
917600	0	75
917800	0	75
918000	0	75
918200	0	75
918400	0	75
918600	0	75
918800	0	75
919000	0	75
919200	0	75
919400	0	75
919600	0	75
919800	0	75
920000	0	75
920200	0	75
920400	0	75
920600	0	75
920800	0	75
921000	0	75
921200	0	75
921400	0	75
921600	0	75
921800	0	75
922000	0	75
922200	0	75
922400	0	75
922600	0	75
922800	0	75
923000	0	75
923200	0	75
923400	0	75
923600	0	75
923800	0	75
924000	0	75
924200	0	75
924400	0	75
924600	0	75
924800	0	75
925000	0	75
925200	0	75
925400	0	75
925600	0	75
925800	0	75
926000	0	75
926200	0	75
926400	0	75
926600	0	75
926800	0	75
927000	0	75
927200	0	75
927400	0	75
927600	0	75
927800	0	75
928000	0	75
928200	0	75
928400	0	75
928600	0	75
928800	0	75
929000	0	75
929200	0	75
929400	0	75
929600	0	75
929800	0	75
930000	0	75
930200	0	75
930400	0	75
930600	0	75
930800	0	75
931000	0	75
931200	0	75
931400	0	75
931600	0	75
931800	0	75
932000	0	75
932200	0	75
932400	0	75
932600	0	75
932800	0	75
933000	0	75
933200	0	75
933400	0	75
933600	0	75
933800	0	75
934000	0	75
934200	0	75
934400	0	75
934600	0	75
934800	0	75
935000	0	75
935200	0	75
935400	0	75
935600	0	75
935800	0	75
936000	0	75
936200	0	75
936400	0	75
936600	0	75
936800	0	75
937000	0	75
937200	0	75
937400	0	75
937600	0	75
937800	0	75
938000	0	75
938200	0	75
938400	0	75
938600	0	75
938800	0	75
939000	0	75
939200	0	75
939400	0	75
939600	0	75
939800	0	75
940000	0	75
940200	0	75
940400	0	75
940600	0	75
940800	0	75
941000	0	75
941200	0	75
941400	0	75
941600	0	75
941800	0	75
942000	0	75
942200	0	75
942400	0	75
942600	0	75
942800	0	75
943000	0	75
943200	0	75
943400	0	75
943600	0	75
943800	0	75
944000	0	75
944200	0	75
944400	0	75
944600	0	75
944800	0	75
945000	0	75
945200	0	75
945400	0	75
945600	0	75
945800	0	75
946000	0	75
946200	0	75
946400	0	75
946600	0	75
946800	0	75
947000	0	75
947200	0	75
947400	0	75
947600	0	75
947800	0	75
948000	0	75
948200	0	75
948400	0	75
948600	0	75
948800	0	75
949000	0	75
949200	0	75
949400	0	75
949600	0	75
949800	0	75
950000	0	75
950200	0	75
950400	0	75
950600	0	75
950800	0	75
951000	0	75
951200	0	75
951400	0	75
951600	0	75
951800	0	75
952000	0	75
952200	0	75
952400	0	75
952600	0	75
952800	0	75
953000	0	75
953200	0	75
953400	0	75
953600	0	75
953800	0	75
954000	0	75
954200	0	75
954400	0	75
954600	0	75
954800	0	75
955000	0	75
955200	0	75
955400	0	75
955600	0	75
955800	0	75
956000	0	75
956200	0	75
956400	0	75
956600	0	75
956800	0	75
957000	0	75
957200	0	75
957400	0	75
957600	0	75
957800	0	75
958000	0	75
958200	0	75
958400	0	75
958600	0	75
958800	0	75
959000	0	75
959200	0	75
959400	0	75
959600	0	75
959800	0	75
960000	0	75
960200	0	75
960400	0	75
960600	0	75
960800	0	75
961000	0	75
961200	0	75
961400	0	75
961600	0	75
961800	0	75
962000	0	75
962200	0	75
962400	0	75
962600	0	75
962800	0	75
963000	0	75
963200	0	75
963400	0	75
963600	0	75
963800	0	75
964000	0	75
964200	0	75
964400	0	75
964600	0	75
964800	0	75
965000	0	75
965200	0	75
965400	0	75
965600	0	75
965800	0	75
966000	0	75
966200	0	75
966400	0	75
966600	0	75
966800	0	75
967000	0	75
967200	0	75
967400	0	75
967600	0	75
967800	0	75
968000	0	75
968200	0	75
968400	0	75
968600	0	75
968800	0	75
969000	0	75
969200	0	75
969400	0	75
969600	0	75
969800	0	75
970000	0	75
970200	0	75
970400	0	75
970600	0	75
970800	0	75
971000	0	75
971200	0	75
971400	0	75
971600	0	75
971800	0	75
972000	0	75
972200	0	75
972400	0	75
972600	0	75
972800	0	75
973000	0	75
973200	0	75
973400	0	75
973600	0	75
973800	0	75
974000	0	75
974200	0	75
974400	0	75
974600	0	75
974800	0	75
975000	0	75
975200	0	75
975400	0	75
975600	0	75
975800	0	75
976000	0	75
976200	0	75
976400	0	75
976600	0	75
976800	0	75
977000	0	75
977200	0	75
977400	0	75
977600	0	75
977800	0	75
978000	0	75
978200	0	75
978400	0	75
978600	0	75
978800	0	75
979000	0	75
979200	0	75
979400	0	75
979600	0	75
979800	0	75
980000	0	75
980200	0	75
980400	0	75
980600	0	75
980800	0	75
981000	0	75
981200	0	75
981400	0	75
981600	0	75
981800	0	75
982000	0	75
982200	0	75
982400	0	75
982600	0	75
982800	0	75
983000	0	75
983200	0	75
983400	0	75
983600	0	75
983800	0	75
984000	0	75
984200	0	75
984400	0	75
984600	0	75
984800	0	75
985000	0	75
985200	0	75
985400	0	75
985600	0	75
985800	0	75
986000	0	75
986200	0	75
986400	0	75
986600	0	75
986800	0	75
987000	0	75
987200	0	75
987400	0	75
987600	0	75
987800	0	75
988000	0	75
988200	0	75
988400	0	75
988600	0	75
988800	0	75
989000	0	75
989200	0	75
989400	0	75
989600	0	75
989800	0	75
990000	0	75
990200	0	75
990400	0	75
990600	0	75
990800	0	75
991000	0	75
991200	0	75
991400	0	75
991600	0	75
991800	0	75
992000	0	75
992200	0	75
992400	0	75
992600	0	75
992800	0	75
993000	0	75
993200	0	75
993400	0	75
993600	0	75
993800	0	75
994000	0	75
994200	0	75
994400	0	75
994600	0	75
994800	0	75
995000	0	75
995200	0	75
995400	0	75
995600	0	75
995800	0	75
996000	0	75
996200	0	75
996400	0	75
996600	0	75
996800	0	75
997000	0	75
997200	0	75
997400	0	75
997600	0	75
997800	0	75
998000	0	75
998200	0	75
998400	0	75
998600	0	75
998800	0	75
999000	0	75
999200	0	75
999400	0	75
999600	0	75
999800	0	75
1000000	0	75
1000200	0	75
1000400	0	75
1000600	0	75
1000800	0	75
1001000	0	75
1001200	0	75
1001400	0	75
1001600	0	75
1001800	0	75
1002000	0	75
1002200	0	75
1002400	0	75
1002600	0	75
1002800	0	75
1003000	0	75
1003200	0	75
1003400	0	75
1003600	0	75
1003800	0	75
1004000	0	75
1004200	0	75
1004400	0	75
1004600	0	75
1004800	0	75
1005000	0	75
1005200	0	75
1005400	0	75
1005600	0	75
1005800	0	75
1006000	0	75
1006200	0	75
1006400	0	75
1006600	0	75
1006800	0	75
1007000	0	75
1007200	0	75
1007400	0	75
1007600	0	75
1007800	0	75
1008000	0	75
1008200	0	75
1008400	0	75
1008600	0	75
1008800	0	75
1009000	0	75
1009200	0	75
1009400	0	75
1009600	0	75
1009800	0	75
1010000	0	75
1010200	0	75
1010400	0	75
1010600	0	75
1010800	0	75
1011000	0	75
1011200	0	75
1011400	0	75
1011600	0	75
1011800	0	75
1012000	0	75
1012200	0	75
1012400	0	75
1012600	0	75
1012800	0	75
1013000	0	75
1013200	0	75
1013400	0	75
1013600	0	75
1013800	0	75
1014000	0	75
1014200	0	75
1014400	0	75
1014600	0	75
1014800	0	75
1015000	0	75
1015200	0	75
1015400	0	75
1015600	0	75
1015800	0	75
1016000	0	75
1016200	0	75
1016400	0	75
1016600	0	75
1016800	0	75
1017000	0	75
1017200	0	75
1017400	0	75
1017600	0	75
1017800	0	75
1018000	0	75
1018200	0	75
1018400	0	75
1018600	0	75
1018800	0	75
1019000	0	75
1019200	0	75
1019400	0	75
1019600	0	75
1019800	0	75
1020000	0	75
1020200	0	75
1020400	0	75
1020600	0	75
1020800	0	75
1021000	0	75
1021200	0	75
1021400	0	75
1021600	0	75
1021800	0	75
1022000	0	75
1022200	0	75
1022400	0	75
1022600	0	75
1022800	0	75
1023000	0	75
1023200	0	75
1023400	0	75
1023600	0	75
1023800	0	75
1024000	0	75
1024200	0	85
1024400	0	85
1024600	0	85
1024800	0	85
1025000	0	85
1025200	0	85
1025400	0	85
1025600	0	85
1025800	0	85
1026000	0	85
1026200	0	85
1026400	0	85
1026600	0	85
1026800	0	85
1027000	0	85
1027200	0	85
1027400	0	85
1027600	0	85
1027800	0	85
1028000	0	85
1028200	0	85
1028400	0	85
1028600	0	85
1028800	0	85
1029000	0	85
1029200	0	85
1029400	0	85
1029600	0	85
1029800	0	85
1030000	0	85
1030200	0	85
1030400	0	85
1030600	0	85
1030800	0	85
1031000	0	85
1031200	0	85
1031400	0	85
1031600	0	85
1031800	0	85
1032000	0	85
1032200	0	85
1032400	0	85
1032600	0	85
1032800	0	85
1033000	0	85
1033200	0	85
1033400	0	85
1033600	0	85
1033800	0	85
1034000	0	85
1034200	0	85
1034400	0	85
1034600	0	85
1034800	0	85
1035000	0	85
1035200	0	85
1035400	0	85
1035600	0	85
1035800	0	85
1036000	0	85
1036200	0	85
1036400	0	85
1036600	0	85
1036800	0	85
1037000	0	85
1037200	0	85
1037400	0	85
1037600	0	85
1037800	0	85
1038000	0	85
1038200	0	85
1038400	0	85
1038600	0	85
1038800	0	85
1039000	0	85
1039200	0	85
1039400	0	85
1039600	0	85
1039800	0	85
1040000	0	85
1040200	0	85
1040400	0	85
1040600	0	85
1040800	0	85
1041000	0	85
1041200	0	85
1041400	0	85
1041600	0	85
1041800	0	85
1042000	0	85
1042200	0	85
1042400	0	85
1042600	0	85
1042800	0	85
1043000	0	85
1043200	0	85
1043400	0	85
1043600	0	85
1043800	0	85
1044000	0	85
1044200	0	85
1044400	0	85
1044600	0	85
1044800	0	85
1045000	0	85
1045200	0	85
1045400	0	85
1045600	0	85
1045800	0	85
1046000	0	85
1046200	0	85
1046400	0	85
1046600	0	85
1046800	0	85
1047000	0	85
1047200	0	85
1047400	0	85
1047600	0	85
1047800	0	85
1048000	0	85
1048200	0	85
1048400	0	85
1048600	0	85
1048800	0	85
1049000	0	85
1049200	0	85
1049400	0	85
1049600	0	85
1049800	0	85
1050000	0	85
1050200	0	85
1050400	0	85
1050600	0	85
1050800	0	85
1051000	0	85
1051200	0	85
1051400	0	85
1051600	0	85
1051800	0	85
1052000	0	85
1052200	0	85
1052400	0	85
1052600	0	85
1052800	0	85
1053000	0	85
1053200	0	85
1053400	0	85
1053600	0	85
1053800	0	85
1054000	0	85
1054200	0	85
1054400	0	85
1054600	0	85
1054800	0	85
1055000	0	85
1055200	0	85
1055400	0	85
1055600	0	85
1055800	0	85
1056000	0	85
1056200	0	85
1056400	0	85
1056600	0	85
1056800	0	85
1057000	0	85
1057200	0	85
1057400	0	85
1057600	0	85
1057800	0	85
1058000	0	85
1058200	0	85
1058400	0	85
1058600	0	85
1058800	0	85
1059000	0	85
1059200	0	85
1059400	0	85
1059600	0	85
1059800	0	85
1060000	0	85
1060200	0	85
1060400	0	85
1060600	0	85
1060800	0	85
1061000	0	85
1061200	0	85
1061400	0	85
1061600	0	85
1061800	0	85
1062000	0	85
1062200	0	85
1062400	0	85
1062600	0	85
1062800	0	85
1063000	0	85
1063200	0	85
1063400	0	85
1063600	0	85
1063800	0	85
1064000	0	85
1064200	0	85
1064400	0	85
1064600	0	85
1064800	0	85
1065000	0	85
1065200	0	85
1065400	0	85
1065600	0	85
1065800	0	85
1066000	0	85
1066200	0	85
1066400	0	85
1066600	0	85
1066800	0	85
1067000	0	85
1067200	0	85
1067400	0	85
1067600	0	85
1067800	0	85
1068000	0	85
1068200	0	85
1068400	0	85
1068600	0	85
1068800	0	85
1069000	0	85
1069200	0	85
1069400	0	85
1069600	0	85
1069800	0	85
1070000	0	85
1070200	0	85
1070400	0	85
1070600	0	85
1070800	0	85
1071000	0	85
1071200	0	85
1071400	0	85
1071600	0	85
1071800	0	85
1072000	0	85
1072200	0	85
1072400	0	85
1072600	0	85
1072800	0	85
1073000	0	85
1073200	0	85
1073400	0	85
1073600	0	85
1073800	0	85
1074000	0	85
1074200	0	85
1074400	0	85
1074600	0	85
1074800	0	85
1075000	0	85
1075200	0	85
1075400	0	85
1075600	0	85
1075800	0	85
1076000	0	85
1076200	0	85
1076400	0	85
1076600	0	85
1076800	0	85
1077000	0	85
1077200	0	85
1077400	0	85
1077600	0	85
1077800	0	85
1078000	0	85
1078200	0	85
1078400	0	85
1078600	0	85
1078800	0	85
1079000	0	85
1079200	0	85
1079400	0	85
1079600	0	85
1079800	0	85
1080000	0	85
1080200	0	85
1080400	0	85
1080600	0	85
1080800	0	85
1081000	0	85
1081200	0	85
1081400	0	85
1081600	0	85
1081800	0	85
1082000	0	85
1082200	0	85
1082400	0	85
1082600	0	85
1082800	0	85
1083000	0	85
1083200	0	85
1083400	0	85
1083600	0	85
1083800	0	85
1084000	0	85
1084200	0	85
1084400	0	85
1084600	0	85
1084800	0	85
1085000	0	85
1085200	0	85
1085400	0	85
1085600	0	85
1085800	0	85
1086000	0	85
1086200	0	85
1086400	0	85
1086600	0	85
1086800	0	85
1087000	0	85
1087200	0	85
1087400	0	85
1087600	0	85
1087800	0	85
1088000	0	85
1088200	0	85
1088400	0	85
1088600	0	85
1088800	0	85
1089000	0	85
1089200	0	85
1089400	0	85
1089600	0	85
1089800	0	85
1090000	0	85
1090200	0	85
1090400	0	85
1090600	0	85
1090800	0	85
1091000	0	85
1091200	0	85
1091400	0	85
1091600	0	85
1091800	0	85
1092000	0	85
1092200	0	85
1092400	0	85
1092600	0	85
1092800	0	85
1093000	0	85
1093200	0	85
1093400	0	85
1093600	0	85
1093800	0	85
1094000	0	85
1094200	0	85
1094400	0	85
1094600	0	85
1094800	0	85
1095000	0	85
1095200	0	85
1095400	0	85
1095600	0	85
1095800	0	85
1096000	0	85
1096200	0	85
1096400	0	85
1096600	0	85
1096800	0	85
1097000	0	85
1097200	0	85
1097400	0	85
1097600	0	85
1097800	0	85
1098000	0	85
1098200	0	85
1098400	0	85
1098600	0	85
1098800	0	85
1099000	0	85
1099200	0	85
1099400	0	85
1099600	0	85
1099800	0	85
1100000	0	85
1100200	0	85
1100400	0	85
1100600	0	85
1100800	0	85
1101000	0	85
1101200	0	85
1101400	0	85
1101600	0	85
1101800	0	85
1102000	0	85
1102200	0	85
1102400	0	85
1102600	0	85
1102800	0	85
1103000	0	85
1103200	0	85
1103400	0	85
1103600	0	85
1103800	0	85
1104000	0	85
1104200	0	85
1104400	0	85
1104600	0	85
1104800	0	85
1105000	0	85
1105200	0	85
1105400	0	85
1105600	0	85
1105800	0	85
1106000	0	85
1106200	0	85
1106400	0	85
1106600	0	85
1106800	0	85
1107000	0	85
1107200	0	85
1107400	0	85
1107600	0	85
1107800	0	85
1108000	0	85
1108200	0	85
1108400	0	85
1108600	0	85
1108800	0	85
1109000	0	85
1109200	0	85
1109400	0	85
1109600	0	85
1109800	0	85
1110000	0	85
1110200	0	85
1110400	0	85
1110600	0	85
1110800	0	85
1111000	0	85
1111200	0	85
1111400	0	85
1111600	0	85
1111800	0	85
1112000	0	85
1112200	0	85
1112400	0	85
1112600	0	85
1112800	0	85
1113000	0	85
1113200	0	85
1113400	0	85
1113600	0	85
1113800	0	85
1114000	0	85
1114200	0	85
1114400	0	85
1114600	0	85
1114800	0	85
1115000	0	85
1115200	0	85
1115400	0	85
1115600	0	85
1115800	0	85
1116000	0	85
1116200	0	85
1116400	0	85
1116600	0	85
1116800	0	85
1117000	0	85
1117200	0	85
1117400	0	85
1117600	0	85
1117800	0	85
1118000	0	85
1118200	0	85
1118400	0	85
1118600	0	85
1118800	0	85
1119000	0	85
1119200	0	85
1119400	0	85
1119600	0	85
1119800	0	85
1120000	0	85
1120200	0	85
1120400	0	85
1120600	0	85
1120800	0	85
1121000	0	85
1121200	0	85
1121400	0	85
1121600	0	85
1121800	0	85
1122000	0	85
1122200	0	85
1122400	0	85
1122600	0	85
1122800	0	85
1123000	0	85
1123200	0	85
1123400	0	85
1123600	0	85
1123800	0	85
1124000	0	85
1124200	0	85
1124400	0	85
1124600	0	85
1124800	0	85
1125000	0	85
1125200	0	85
1125400	0	85
1125600	0	85
1125800	0	85
1126000	0	85
1126200	0	85
1126400	0	85
1126600	0	85
1126800	0	85
1127000	0	85
1127200	0	85
1127400	0	85
1127600	0	85
1127800	0	85
1128000	0	85
1128200	0	85
1128400	0	85
1128600	0	85
1128800	0	85
1129000	0	85
1129200	0	85
1129400	0	85
1129600	0	85
1129800	0	85
1130000	0	85
1130200	0	85
1130400	0	85
1130600	0	85
1130800	0	85
1131000	0	85
1131200	0	85
1131400	0	85
1131600	0	85
1131800	0	85
1132000	0	85
1132200	0	85
1132400	0	85
1132600	0	85
1132800	0	85
1133000	0	85
1133200	0	85
1133400	0	85
1133600	0	85
1133800	0	85
1134000	0	85
1134200	0	85
1134400	0	85
1134600	0	85
1134800	0	85
1135000	0	85
1135200	0	85
1135400	0	85
1135600	0	85
1135800	0	85
1136000	0	85
1136200	0	85
1136400	0	85
1136600	0	85
1136800	0	85
1137000	0	85
1137200	0	85
1137400	0	85
1137600	0	85
1137800	0	85
1138000	0	85
1138200	0	85
1138400	0	85
1138600	0	85
1138800	0	85
1139000	0	85
1139200	0	85
1139400	0	85
1139600	0	85
1139800	0	85
1140000	0	85
1140200	0	85
1140400	0	85
1140600	0	85
1140800	0	85
1141000	0	85
1141200	0	85
1141400	0	85
1141600	0	85
1141800	0	85
1142000	0	85
1142200	0	85
1142400	0	85
1142600	0	85
1142800	0	85
1143000	0	85
1143200	0	85
1143400	0	85
1143600	0	85
1143800	0	85
1144000	0	85
1144200	0	85
1144400	0	85
1144600	0	85
1144800	0	85
1145000	0	85
1145200	0	85
1145400	0	85
1145600	0	85
1145800	0	85
1146000	0	85
1146200	0	85
1146400	0	85
1146600	0	85
1146800	0	85
1147000	0	85
1147200	0	85
1147400	0	85
1147600	0	85
1147800	0	85
1148000	0	85
1148200	0	85
1148400	0	85
1148600	0	85
1148800	0	85
1149000	0	85
1149200	0	85
1149400	0	85
1149600	0	85
1149800	0	85
1150000	0	85
1150200	0	85
1150400	0	85
1150600	0	85
1150800	0	85
1151000	0	85
1151200	0	85
1151400	0	85
1151600	0	85
1151800	0	85
1152000	0	85
1152200	0	85
1152400	0	85
1152600	0	85
1152800	0	85
1153000	0	85
1153200	0	85
1153400	0	85
1153600	0	85
1153800	0	85
1154000	0	85
1154200	0	85
1154400	0	85
1154600	0	85
1154800	0	85
1155000	0	85
1155200	0	85
1155400	0	85
1155600	0	85
1155800	0	85
1156000	0	85
1156200	0	85
1156400	0	85
1156600	0	85
1156800	0	85
1157000	0	85
1157200	0	85
1157400	0	85
1157600	0	85
1157800	0	85
1158000	0	85
1158200	0	85
1158400	0	85
1158600	0	85
1158800	0	85
1159000	0	85
1159200	0	85
1159400	0	85
1159600	0	85
1159800	0	85
1160000	0	85
1160200	0	85
1160400	0	85
1160600	0	85
1160800	0	85
1161000	0	85
1161200	0	85
1161400	0	85
1161600	0	85
1161800	0	85
1162000	0	85
1162200	0	85
1162400	0	85
1162600	0	85
1162800	0	85
1163000	0	85
1163200	0	85
1163400	0	85
1163600	0	85
1163800	0	85
1164000	0	85
1164200	0	85
1164400	0	85
1164600	0	85
1164800	0	85
1165000	0	85
1165200	0	85
1165400	0	85
1165600	0	85
1165800	0	85
1166000	0	85
1166200	0	85
1166400	0	85
1166600	0	85
1166800	0	85
1167000	0	85
1167200	0	85
1167400	0	85
1167600	0	85
1167800	0	85
1168000	0	85
1168200	0	85
1168400	0	85
1168600	0	85
1168800	0	85
1169000	0	85
1169200	0	85
1169400	0	85
1169600	0	85
1169800	0	85
1170000	0	85
1170200	0	85
1170400	0	85
1170600	0	85
1170800	0	85
1171000	0	85
1171200	0	85
